名稱,藝人,作曲者,專輯,分類,作品,樂章編號,樂章,樂章名稱,類型,大小,時間長度,光碟編號,光碟數量,音軌編號,音軌數量,年份,修改日期,加入的日期,位元率,取樣頻率,音量調整,種類,等化器,註解,播放次數,最近播放,略過次數,上次略過的日期,喜好程度,位置
Wings,milet,"milet & Ryosuke""Dr.R""Sakai",Anytime Anywhere - EP,,,,,,J-Pop,8004948,220,1,1,4,4.0,2024,2024/2/5 10:12,2024/2/5 10:12,256,44100,,Apple Music AAC音訊檔,,,28.0,2024/12/18 21:42,,,,
hanataba,milet,milet & Koichi Tsutaya,hanataba - Single,,,,,,J-Pop,9156862,246,1,1,1,1.0,2024,2024/4/15 02:11,2024/4/15 02:11,256,44100,,Apple Music AAC音訊檔,,,61.0,2024/12/31 13:10,,,,
Fine Line,milet,"milet & Ryosuke""Dr.R""Sakai",Drown / You & I - EP,,,,,,J-Pop,7088087,201,1,1,3,4.0,2019,2024/5/5 22:15,2024/5/5 22:15,256,44100,,Apple Music AAC音訊檔,,,24.0,2025/6/2 23:29,,,,
Bluer,milet,milet & MEG,hanataba - Single,,,,,,J-Pop,10514409,284,1,1,2,3.0,2024,2024/6/5 13:15,2024/6/5 13:15,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/6/2 20:57,,,,
GREEN LIGHTS,milet,milet & TomoLow,hanataba - Single,,,,,,J-Pop,8020526,219,1,1,3,3.0,2024,2024/6/5 13:16,2024/6/5 13:16,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/4/13 20:35,,,,
We All Lie,milet,CHOE JEONG IN,We All Lie - Single,,,,,,J-Pop,7124665,197,1,1,1,1.0,2024,2024/7/27 11:02,2024/7/27 11:02,256,44100,,Apple Music AAC音訊檔,,,23.0,2025/6/3 01:04,,,,
Imaginary Love,milet,"milet, Ryosuke""Dr.R""Sakai & Daisuke Nakamura",Drown / You & I - EP,,,,,,J-Pop,8046913,231,1,1,4,4.0,2019,2024/10/16 19:21,2024/10/16 19:21,256,44100,,Apple Music AAC音訊檔,,,23.0,2025/6/2 22:59,1.0,2025/3/28 17:35,,
I still,milet,milet & TomoLow,I still - Single,,,,,,J-Pop,9471162,267,1,1,1,1.0,2025,2025/1/31 00:00,2025/1/31 00:00,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/6/3 01:15,,,,
HALFWAY,milet,Takeshi Kobayashi,HALFWAY - Single,,,,,,J-Pop,10052220,285,1,1,1,1.0,2024,2025/2/24 09:31,2025/2/24 09:31,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/6/2 13:39,,,,
Nobody Knows,milet,milet & TomoLow,I still / Nobody Knows - Single,,,,,,J-Pop,8063000,216,1,1,2,2.0,2025,2025/3/5 10:51,2025/3/5 10:51,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/6/2 23:22,1.0,2025/4/17 16:50,,
